time,latitude,longitude,depth,mag
2015-03-12T11:02:40.160Z,37.3195,141.5104,40.61,4.9
2015-03-13T15:12:49.400Z,34.7861,138.4738,216.84,4.5
2015-03-14T15:36:08.750Z,34.2885,141.6586,7.15,5.4
2015-03-18T19:06:53.250Z,36.2523,137.3101,257.86,4.5
2015-03-19T01:33:54.470Z,38.4949,141.8223,55.31,4.6
2015-03-21T19:58:32.980Z,37.2904,142.3505,21.58,4.7
2015-03-22T19:04:48.990Z,33.3826,140.9722,63.87,4.5
2015-03-24T04:53:24.580Z,36.2544,140.0547,73.62,4.7
2015-03-25T00:34:27.980Z,42.2661,143.0823,60.68,4.9
2015-03-27T03:04:07.300Z,36.3653,143.1197,10,5.4
2015-03-27T12:32:16.340Z,37.2308,141.2789,20.65,4.7
2015-03-27T14:39:36.320Z,37.2316,141.3669,10,4.8
2015-03-28T06:32:24.680Z,34.378,141.701,23.71,4.6
2015-04-02T19:04:42.570Z,38.6212,142.0475,59.42,4.5
2015-04-03T20:35:03.730Z,37.1602,142.3951,16.65,4.5
2015-04-08T14:04:28.390Z,42.1007,142.7778,50.78,4.5
2015-04-11T07:45:12.780Z,41.0836,142.8632,40.31,4.6
2015-04-12T06:25:15.270Z,36.417,138.8046,147.38,4.6
2015-04-16T07:38:49.810Z,36.6501,140.9575,41.9,4.5
2015-04-18T09:34:54.260Z,31.9061,132.0243,35,4.5
2015-04-23T12:23:44.410Z,41.9335,142.2844,70.04,4.5
2015-04-23T13:15:36.780Z,41.3144,141.2327,54.78,4.6
2015-04-24T07:37:52.760Z,36.5043,142.8036,38.02,4.6
2015-04-25T06:35:46.330Z,32.8677,140.4075,86.38,5.2
2015-04-29T16:09:51.830Z,40.0485,142.8086,37.3,5.4
2015-05-01T16:56:43.450Z,40.9999,143.0807,46.78,4.8
2015-05-02T16:50:42.990Z,31.5293,140.213,10,5.7
2015-05-03T04:02:52.550Z,37.5588,141.453,45.35,5
2015-05-03T06:53:58.920Z,36.0313,139.8865,46.27,4.6
2015-05-03T14:30:16.780Z,36.1437,138.7217,144.95,4.9
2015-05-04T08:13:42.450Z,41.7007,142.8948,48.58,4.5
2015-05-05T17:11:09.900Z,31.6762,142.2484,27.61,4.6
2015-05-08T12:11:29.600Z,31.2312,141.954,10,4.8
2015-05-10T16:54:42.690Z,31.1753,141.9859,9,5.3
2015-05-10T17:08:15.740Z,31.1895,142.037,10,4.8
2015-05-10T17:14:31.160Z,31.1298,141.9661,10,5.1
2015-05-10T17:18:00.120Z,31.2031,142.018,10,4.8
2015-05-10T21:25:46.440Z,31.2373,142.0157,6,6
2015-05-10T22:05:46.590Z,31.1016,142.0475,10,4.6
2015-05-10T22:13:21.730Z,31.1041,142.1491,10,4.5
2015-05-10T22:42:49.600Z,31.1713,141.9116,10,4.5
2015-05-11T00:03:59.260Z,31.2064,141.9051,21.94,5
2015-05-11T01:12:22.050Z,31.2023,141.9102,10,4.5
2015-05-12T07:51:43.810Z,37.9085,142.749,10,4.5
2015-05-12T21:12:58.890Z,38.9056,142.0317,35,6.8
2015-05-13T02:09:23.330Z,31.3326,141.6596,18.17,4.5
2015-05-13T13:45:11.590Z,36.5396,140.5677,47.02,4.5
2015-05-14T00:59:36.990Z,31.2969,141.6093,23.4,4.5
2015-05-15T03:30:34.360Z,37.0459,141.2026,37.95,5.1
2015-05-15T10:56:41.030Z,31.0256,141.8371,10,4.6
2015-05-16T18:36:31.220Z,31.2026,141.904,10,4.5
2015-05-16T22:40:42.400Z,31.272,141.8537,10,4.6
2015-05-17T10:45:12.720Z,31.0874,141.6628,10,4.5
2015-05-17T16:33:21.510Z,31.9894,138.4162,4.7,4.8
2015-05-18T05:03:40.090Z,31.3113,141.9631,10,4.6
2015-05-19T15:17:21.480Z,39.1381,142.8158,17.98,4.7
2015-05-25T05:28:08.100Z,35.995,139.6134,38.74,5.1
2015-05-28T22:13:50.080Z,35.3419,141.2466,22.57,4.6
2015-05-29T16:06:47.710Z,36.1052,139.8275,54.91,4.9
2015-06-03T08:16:06.620Z,31.1617,141.9006,10,4.8
2015-06-06T07:28:15.820Z,33.2758,139.1584,10,4.6
2015-06-08T06:01:08.300Z,41.5615,142.0308,42,6.1
2015-06-08T20:44:07.560Z,36.2357,140.0443,54.29,4.5
2015-06-09T18:44:52.690Z,41.0446,142.9118,27.46,4.7
2015-06-10T10:25:23.170Z,35.707,140.8888,45.62,4.5
2015-06-11T00:29:00.380Z,38.8441,141.6373,68.86,4.5
2015-06-11T04:56:32.160Z,39.6101,143.2414,10,5.4
2015-06-12T20:56:00.790Z,38.9796,142.3703,45.5,4.5
2015-06-13T02:33:19.980Z,34.4653,137.4068,325.79,4.5
2015-06-22T02:08:56.870Z,33.4073,141.0443,40.98,4.5
2015-06-22T02:17:55.200Z,38.788,142.2603,35.66,4.7
2015-06-22T15:35:16.910Z,41.5201,142.0933,57.02,4.9
2015-06-23T06:48:37.620Z,35.5022,141.301,36.21,4.5
2015-06-23T11:06:51.050Z,38.7018,142.3324,40.86,4.6
2015-06-26T10:38:02.090Z,41.5272,142.0949,56.48,4.6
2015-06-26T14:07:34.020Z,35.2672,141.4736,35,4.6
2015-06-29T10:07:27.930Z,36.8576,141.1682,47.58,4.7
2015-07-02T06:05:43.310Z,38.4988,141.8784,35,4.8
2015-07-03T03:33:27.230Z,42.0481,141.5163,100.06,4.5
2015-07-04T04:23:50.680Z,38.7407,142.0482,23.99,4.8
2015-07-05T10:41:54.570Z,38.7375,142.1446,32.52,4.7
2015-07-08T13:14:05.420Z,38.6423,142.4959,35,4.5
2015-07-09T08:27:39.500Z,40.1226,142.6028,38.28,5.2
2015-07-09T16:15:13.740Z,36.076,139.8451,50.76,4.7
2015-07-09T18:32:51.220Z,40.3631,141.4646,81,5.5
2015-07-11T23:16:30.280Z,33.1961,140.9734,42.55,4.9
2015-07-12T17:52:06.170Z,33.0229,131.7493,53,5.5
2015-07-13T06:52:37.700Z,31.5042,131.757,46.19,4.7
2015-07-15T07:07:55.440Z,33.2013,139.4413,10,4.6
2015-07-15T07:09:17.550Z,33.069,139.5008,17.61,4.6
2015-07-15T07:17:29.100Z,33.3021,139.5168,10,4.6
2015-07-15T08:01:07.470Z,33.3473,139.4185,10,4.8
2015-07-15T08:08:47.340Z,40.2417,142.4492,22.99,4.5
2015-07-15T08:44:29.930Z,33.1619,139.4586,16.14,4.5
2015-07-16T01:15:09.300Z,41.3872,142.5513,36.46,4.9
2015-07-16T01:15:48.640Z,33.1894,139.4211,8.7,4.8
2015-07-16T06:13:26.250Z,33.2216,139.4635,10,4.8
2015-07-16T17:15:51.790Z,33.2913,139.4805,18.18,4.6
2015-07-18T17:13:21.250Z,31.0298,131.4774,27.78,4.7
2015-07-21T09:16:49.410Z,37.8375,141.7614,58.1,4.8
2015-07-22T04:51:35.840Z,33.6059,141.162,35.81,4.9
2015-07-22T08:13:40.240Z,39.777,143.1464,26.93,4.5
2015-07-23T09:43:21.560Z,41.9631,142.5699,59.37,4.8
2015-07-23T11:24:56.970Z,32.5314,141.0467,47.69,4.6
2015-07-24T08:53:36.130Z,33.4073,132.3823,44.11,4.6
2015-07-24T19:30:57.590Z,35.5434,141.1158,34.78,4.8
2015-08-01T14:24:42.110Z,38.3328,142.0534,56.84,4.7
2015-08-02T13:22:30.070Z,39.9061,142.5952,35,4.5
2015-08-03T05:30:11.290Z,37.7836,141.5287,43.15,5
2015-08-05T11:56:09.100Z,37.5068,141.4531,35.44,4.9
2015-08-06T01:45:24.370Z,35.8384,140.8829,30.03,4.5
2015-08-06T09:22:29.530Z,36.4517,140.5954,52.78,5.2
2015-08-09T09:18:16.560Z,35.3874,140.1027,54.56,4.5
2015-08-10T02:34:45.720Z,38.8813,141.6603,70.47,4.7
2015-08-10T09:44:34.710Z,36.0654,139.9032,47.72,4.5
2015-08-10T13:30:59.470Z,38.3188,141.9364,37.77,4.6
2015-08-11T00:05:58.230Z,36.571,141.7039,39.61,4.5
2015-08-13T14:17:15.260Z,31.4367,142.2327,10,4.9
2015-08-13T20:13:33.760Z,37.2211,141.3681,34.63,5.1
2015-08-14T01:23:48.770Z,33.4177,141.1238,33.16,4.6
2015-08-14T12:13:17.980Z,38.9908,142.0624,56.38,4.5
2015-08-18T19:16:58.650Z,34.4561,140.4756,78.94,4.6
2015-08-19T14:04:46.200Z,32.7096,141.5064,40.48,4.6
2015-08-20T12:57:32.850Z,38.7426,142.1189,46.81,4.6
2015-08-20T14:01:20.220Z,41.8521,142.2126,65.66,4.5
2015-08-22T12:14:04.190Z,41.808,142.8143,43.39,4.7
2015-08-23T02:08:43.460Z,38.8203,141.707,75.19,4.6
2015-08-24T03:59:09.290Z,38.0018,142.421,32.07,4.5
2015-08-24T05:49:45.580Z,37.32,141.1056,12.2,4.8
2015-08-24T18:24:39.350Z,38.7765,142.0859,54.3,4.7
2015-08-25T22:51:36.710Z,32.0765,131.733,36.49,5.2
2015-08-26T07:23:00.650Z,37.252,141.9117,15.56,4.5
2015-08-26T09:15:54.600Z,34.1837,141.4934,37.27,4.6
2015-08-28T14:46:20.180Z,36.3989,140.8818,34.97,5
2015-09-01T15:24:08.540Z,31.2841,141.7062,10,5.6
2015-09-01T15:25:09.520Z,31.1806,141.6,8,6
2015-09-02T07:07:46.940Z,33.1732,134.5449,16.54,4.7
2015-09-03T10:14:45.860Z,31.1454,141.8178,10,4.6
2015-09-03T19:52:22.490Z,33.4465,139.8995,115.95,4.9
2015-09-03T21:04:30.610Z,38.8135,141.9507,71.51,4.6
2015-09-03T22:19:33.850Z,39.5909,143.224,23.7,4.9
2015-09-05T03:13:14.660Z,38.5528,141.8333,52.72,4.7
2015-09-05T04:18:07.990Z,38.7001,142.1506,28.08,4.7
2015-09-05T17:06:13.760Z,31.3483,141.9793,10,4.6
2015-09-06T05:19:15.050Z,31.2893,141.8555,10,4.8
2015-09-06T07:40:48.650Z,31.2807,141.8553,10,5
2015-09-07T00:49:46.700Z,39.2698,143.1566,38.93,4.5
2015-09-08T11:22:40.180Z,34.681,138.4074,32.88,4.5
2015-09-09T06:03:44.790Z,38.5047,133.834,454.28,4.5
2015-09-10T20:12:44.290Z,31.1653,142.0989,24.12,4.6
2015-09-10T20:22:16.480Z,31.1815,142.2897,20.24,4.6
2015-09-10T20:56:17.860Z,31.1759,142.0218,21.05,4.5
2015-09-10T21:06:54.640Z,31.2085,142.1514,26.33,4.7
2015-09-10T21:11:38.300Z,31.2373,142.104,35.17,4.6
2015-09-10T22:17:55.880Z,31.2235,142.2003,10,4.7
2015-09-11T03:49:01.710Z,31.2375,142.4943,23.49,4.5
2015-09-11T20:49:07.260Z,35.5042,139.9064,51.18,5.1
2015-09-11T23:40:44.420Z,31.1382,142.0975,23.28,4.6
2015-09-12T02:44:51.280Z,36.8177,141.2343,21.21,4.6
2015-09-12T13:38:01.860Z,41.8968,142.6522,49,5.4
2015-09-15T08:12:03.120Z,31.1529,141.8184,10,4.7
2015-09-15T08:12:08.110Z,31.2136,142.0378,32.22,4.8
2015-09-21T08:38:38.120Z,31.2345,141.9846,10,4.7
2015-09-21T20:57:00.370Z,30.949,139.2644,28.69,4.6
2015-09-23T14:44:30.460Z,36.368,139.9975,74.8,4.5
2015-09-24T06:19:47.400Z,40.1397,140.4161,38.06,4.5
2015-09-26T09:49:47.390Z,42.2288,142.0037,85.8,5
2015-09-28T16:33:55.530Z,39.6793,142.2223,54.71,4.5
2015-09-30T02:53:45.370Z,38.4818,141.8788,60.57,4.5
2015-09-30T09:07:16.260Z,31.3913,141.8825,10,4.8
2015-10-04T14:23:21.310Z,37.7361,142.9359,10,4.5
2015-10-06T09:32:07.350Z,38.7091,142.191,32.79,4.7
2015-10-06T10:17:33.430Z,38.7101,142.1083,36.34,4.5
2015-10-07T03:01:17.550Z,33.8813,136.3087,384.69,4.6
2015-10-14T20:34:37.070Z,35.4211,141.0671,41.58,4.5
2015-10-18T00:47:41.030Z,41.5347,142.0078,64.81,4.8
2015-10-21T03:53:58.310Z,33.4649,140.1737,94.04,4.7
2015-10-21T06:04:49.160Z,37.3186,141.0771,24.16,5.3
2015-10-22T00:51:52.610Z,39.1258,142.1755,53.12,4.5
2015-10-22T16:18:50.320Z,39.3875,141.9353,45.92,4.8
2015-10-24T04:13:56.830Z,35.7075,140.1765,64.5,4.6
2015-10-25T08:15:25.320Z,35.5319,138.9846,24.88,4.6
2015-10-26T12:34:15.870Z,35.4634,135.8335,342.67,4.6
2015-10-27T12:17:15.090Z,40.3358,142.4104,11.47,4.5
2015-10-27T20:42:49.710Z,37.1257,142.0087,29.37,4.8
2015-10-31T06:49:10.630Z,35.8193,135.375,362.65,4.6
2015-10-31T14:20:05.780Z,35.8687,140.7164,47.84,4.7
2015-11-01T03:48:47.450Z,41.5774,141.9855,47,5.4
2015-11-01T12:12:08.980Z,39.0915,142.3476,36.33,4.7
2015-11-02T01:52:31.910Z,31.717,140.6076,40.56,4.7
2015-11-02T03:34:12.810Z,40.3442,142.0049,80.59,4.5
2015-11-03T15:55:40.180Z,32.6969,131.9769,42.37,4.5
2015-11-05T08:23:03.480Z,32.1175,140.9291,50.68,4.9
2015-11-07T13:44:44.720Z,35.9067,139.9683,107.5,5
2015-11-10T14:12:46.490Z,39.6775,143.0095,29.7,4.8
2015-11-13T05:12:14.240Z,38.9715,141.6055,72.69,4.5
2015-11-18T13:42:35.760Z,38.5707,141.8841,63.23,4.6
2015-11-18T23:39:00.040Z,32.2382,140.2387,119.65,4.5
2015-11-19T09:33:03.260Z,37.5286,141.4337,56.03,4.9
2015-11-19T18:25:10.590Z,38.2437,142.5743,29.52,4.5
2015-11-21T23:20:26.820Z,36.4457,140.7421,44.07,4.7
2015-11-22T00:58:03.120Z,31.7801,141.7525,10,4.7
2015-11-25T04:46:50.780Z,31.4331,140.1479,124.67,5
2015-11-27T12:51:04.380Z,40.2609,142.1778,35,4.6
2015-12-01T22:48:06.570Z,38.6716,142.3066,32.63,4.7
2015-12-02T04:41:19.400Z,38.3896,141.858,57.21,4.6
2015-12-07T16:22:35.380Z,36.1457,140.7366,50.6,4.7
2015-12-12T21:05:53.150Z,38.9325,141.8626,53.38,4.5
2015-12-14T20:32:58.130Z,36.3954,142.5381,23.07,4.6
2015-12-15T22:41:36.570Z,38.8924,141.9608,48.95,4.5
2015-12-18T18:41:05.330Z,38.8083,141.7815,60.44,4.6
2015-12-21T16:59:27.670Z,38.1966,141.8479,57.1,4.6
2015-12-25T16:42:28.070Z,39.7714,141.292,48.06,4.7
2015-12-30T11:53:51.690Z,40.9013,142.7915,51.54,4.5
2015-12-30T12:57:36.210Z,33.8836,137.3211,338.23,4.5
2015-12-31T19:08:07.000Z,31.115,141.7571,22.83,4.8
2016-01-01T08:46:58.690Z,33.0632,141.5632,10,4.6
2016-01-11T06:26:45.750Z,40.4372,141.3087,41.47,4.7
2016-01-11T08:21:27.780Z,40.1837,142.4746,52.33,4.6
2016-01-11T17:50:28.800Z,41.9003,142.4393,53.61,4.8
2016-01-14T03:25:33.640Z,41.9723,142.781,46,6.7
2016-01-18T00:56:48.070Z,35.1846,139.2509,146.53,4.6
2016-01-23T21:33:35.200Z,36.0066,140.8012,15.12,4.6
2016-01-24T15:12:55.880Z,35.6419,140.6491,38.88,4.8
2016-01-26T11:37:43.080Z,38.2347,141.8871,49.17,4.6
2016-01-28T20:47:27.800Z,38.1901,141.9192,38.28,4.6
2016-02-02T05:31:47.770Z,39.7102,142.9463,12.23,5.3
2016-02-03T17:59:40.830Z,36.8951,141.1963,10,4.7
2016-02-05T07:02:19.470Z,36.3763,139.1204,140.31,4.6
2016-02-05T16:01:58.840Z,33.2803,140.0072,108.86,4.5
2016-02-05T23:16:45.170Z,38.2787,141.7152,45.34,4.5
2016-02-07T01:09:48.700Z,36.7648,140.5468,4.9,4.6
2016-02-07T10:26:57.720Z,36.0156,139.9667,51.42,4.6
2016-02-19T01:50:18.660Z,35.6154,140.2616,55.32,4.5
2016-02-19T13:13:52.380Z,37.2534,142.2432,18.86,5.1
2016-02-21T18:03:26.920Z,37.4664,141.7496,14.15,4.8
2016-02-24T16:10:50.690Z,38.2908,141.875,39.93,4.5
2016-02-26T19:58:17.490Z,37.6008,142.0147,19.41,4.8
2016-02-27T15:37:32.300Z,38.9115,142.6056,23.51,4.8
2016-03-03T07:11:16.090Z,31.7483,131.4272,55.49,5.3
2016-03-06T09:08:23.410Z,36.7073,141.7336,31.36,4.5
2016-03-07T02:40:25.600Z,31.0281,141.0074,54.72,4.5
2016-03-07T07:37:02.000Z,40.178,142.3892,35,4.8
2016-03-12T00:24:08.440Z,32.1842,141.8631,31.5,4.6
2016-03-13T02:07:37.420Z,42.0204,142.5316,58.47,4.6
2016-03-16T00:24:53.370Z,39.5343,143.2098,23.48,4.8
2016-03-16T16:15:15.330Z,41.0237,141.924,59.02,4.5
2016-03-17T18:59:22.650Z,39.4698,142.2424,51.42,4.7
2016-03-20T07:46:23.730Z,31.0208,141.4019,72.76,4.5
2016-03-20T23:03:06.960Z,37.5763,140.631,90.22,4.5
2016-03-22T05:34:22.030Z,36.8213,140.6071,10,4.8
2016-03-23T09:13:15.340Z,31.4343,142.3189,10,4.5
2016-03-25T14:55:19.780Z,36.7583,141.1779,37.81,4.5
2016-03-25T21:43:04.420Z,31.5235,140.0249,55.93,4.7
2016-03-26T05:58:58.870Z,33.6012,141.6464,36.22,4.6
2016-03-27T07:35:47.360Z,33.5331,141.118,47.67,4.5
2016-03-31T02:48:26.910Z,36.194,140.0777,57.67,4.5
2016-03-31T12:38:14.730Z,33.4853,141.8128,10,4.7
2016-04-01T02:39:08.050Z,33.3807,136.3901,14,5.9
2016-04-03T12:19:44.960Z,36.525,142.474,28.56,4.5
2016-04-03T15:34:23.860Z,36.5503,142.5338,10,4.7
2016-04-09T00:09:26.020Z,31.0741,141.6754,48.09,4.6
2016-04-10T08:48:27.030Z,31.9464,142.3384,10,4.5
2016-04-11T10:23:47.630Z,32.1192,141.7638,27.34,4.7
2016-04-13T04:46:39.390Z,37.1127,141.9738,23.22,4.6
2016-04-14T11:58:19.470Z,35.6247,139.6459,47.07,4.6
2016-04-14T12:26:35.730Z,32.788,130.7042,9,6.2
2016-04-14T12:42:24.870Z,32.5394,130.6376,10,4.7
2016-04-14T13:07:35.490Z,32.7429,130.8235,10,5.4
2016-04-14T13:22:19.040Z,32.6649,130.687,10,4.8
2016-04-14T13:38:43.590Z,32.6823,130.7151,10,4.8
2016-04-14T13:43:15.870Z,32.7076,130.6892,10,4.5
2016-04-14T14:29:57.880Z,32.7574,130.8119,10,4.5
2016-04-14T14:43:41.580Z,32.7805,130.7516,10,4.9
2016-04-14T15:03:47.240Z,32.6973,130.7204,8,6
2016-04-14T15:06:22.190Z,32.716,130.6904,10,5.3
2016-04-14T15:25:39.860Z,34.1568,138.2967,267.53,4.5
2016-04-14T15:34:17.430Z,32.7017,130.7679,10,4.7
2016-04-14T15:50:31.400Z,32.7422,130.7298,10,4.5
2016-04-14T16:53:02.170Z,32.6909,130.7685,10.68,4.6
2016-04-14T17:14:36.340Z,32.7113,130.6768,10,4.5
2016-04-14T18:29:20.780Z,36.2105,141.7041,35.59,4.6
2016-04-14T20:10:37.370Z,32.7456,130.7048,10,4.7
2016-04-14T22:29:56.820Z,32.8511,130.7839,10,4.6
2016-04-14T22:46:53.490Z,32.7627,130.7115,10,4.5
2016-04-15T16:25:06.220Z,32.7906,130.7543,10,7
2016-04-15T16:30:46.470Z,32.8598,131.8011,10,5.1
2016-04-15T16:33:20.400Z,32.7665,130.8229,10,5.3
2016-04-15T16:38:21.450Z,32.6729,130.7928,10,4.8
2016-04-15T16:43:07.560Z,32.6976,130.8055,10,5.2
2016-04-15T16:44:06.860Z,32.7091,130.7194,10,5.3
2016-04-15T16:45:56.680Z,32.9241,130.8091,10,5.7
2016-04-15T17:04:11.230Z,32.7415,130.7325,9.24,4.6
2016-04-15T17:49:18.090Z,33.209,131.3317,10,4.5
2016-04-15T18:01:04.320Z,39.781,141.7986,57.81,4.7
2016-04-15T18:03:10.940Z,32.9196,131.0212,4.35,5.4
2016-04-15T18:16:42.610Z,33.0883,130.8645,18.99,4.5
2016-04-15T18:20:49.930Z,33.0919,131.0131,19.81,4.5
2016-04-15T18:55:53.500Z,33.0051,131.1569,13.22,5.5
2016-04-15T19:01:58.950Z,33.0808,131.1656,10,4.6
2016-04-15T19:05:49.150Z,32.7884,130.7323,8.78,4.5
2016-04-15T19:24:27.770Z,32.9695,130.9231,13.19,4.6
2016-04-15T19:51:24.040Z,32.7106,130.7408,4.05,4.7
2016-04-15T21:40:01.520Z,32.9476,130.9111,10,4.5
2016-04-15T22:11:40.270Z,33.2528,131.3738,10,5.1
2016-04-15T22:23:55.040Z,32.7537,130.7439,10,4.6
2016-04-15T23:08:51.490Z,32.8526,130.7623,10,4.6
2016-04-15T23:20:42.030Z,32.6489,130.6516,10,4.5
2016-04-16T00:48:32.810Z,32.8404,130.7768,9.07,5.2
2016-04-16T02:02:51.200Z,32.7316,130.6831,5.69,4.8
2016-04-16T05:03:57.930Z,32.9995,131.1284,9.24,4.6
2016-04-16T05:27:05.580Z,32.6704,130.6829,10,4.6
2016-04-16T07:02:01.850Z,32.7232,130.6626,9.12,5.1
2016-04-16T12:05:06.020Z,32.733,130.6863,9.9,4.5
2016-04-16T13:05:58.860Z,32.8815,130.7501,10,4.5
2016-04-16T15:14:52.990Z,32.9386,130.9457,10,4.7
2016-04-16T19:46:49.290Z,32.6555,130.677,4.51,4.6
2016-04-17T23:35:43.590Z,32.8492,130.7121,10,4.6
2016-04-18T11:42:00.220Z,33.0143,131.0991,10.46,5.5
2016-04-19T03:52:13.670Z,32.762,130.6892,7.03,4.5
2016-04-19T08:52:14.800Z,32.5574,130.6136,5.4,5.3
2016-04-19T20:53:04.020Z,36.6754,140.7804,81.35,4.5
2016-04-20T12:19:43.950Z,37.8013,141.6216,33.11,5.9
2016-04-20T20:16:52.830Z,33.2495,131.4328,8.02,4.5
2016-04-24T21:51:23.110Z,38.913,142.0351,40.63,4.5
2016-04-26T14:53:25.930Z,33.1995,140.5908,87.47,4.5
2016-04-26T15:01:24.830Z,38.2124,141.6444,43.98,5
2016-04-26T19:33:27.030Z,37.9217,143.0231,6.68,4.6
2016-04-28T07:12:18.920Z,41.1235,142.8263,42.76,4.5
2016-04-29T20:10:12.710Z,33.1143,140.4294,64.65,4.6
2016-05-04T16:10:20.630Z,38.5152,141.7505,46.06,4.6
2016-05-05T01:31:32.150Z,32.9914,130.9774,16.83,4.6
2016-05-05T01:40:14.350Z,33.001,131.05,13.65,4.6
2016-05-12T17:43:39.570Z,37.5473,141.8511,34.96,4.7
2016-05-15T01:10:45.070Z,39.3322,142.0906,54.97,4.7
2016-05-16T08:50:19.080Z,31.7178,131.7961,31.04,4.8
2016-05-16T12:23:02.500Z,36.023,139.806,44.51,5.4
2016-05-16T21:55:04.860Z,36.0535,139.9618,48.99,4.5
2016-05-16T21:57:33.250Z,35.9975,139.9832,50.39,4.6
2016-05-21T06:06:42.150Z,30.9561,140.0808,124.52,5.5
2016-05-23T14:17:16.520Z,36.4163,140.9772,52.53,4.5
2016-05-23T16:42:57.650Z,35.5861,140.2991,50.38,4.5
2016-05-24T09:48:03.510Z,40.1302,141.9534,35,4.6
2016-05-25T01:03:39.810Z,35.1267,141.5199,28.44,4.5
2016-05-25T05:22:47.020Z,41.0398,142.2019,54.89,4.9
2016-05-26T20:07:51.690Z,41.1621,142.9061,50.51,4.5
2016-05-27T12:07:53.930Z,34.7327,140.819,35,4.5
2016-05-28T09:01:26.450Z,33.7551,139.7363,150.18,4.6
2016-05-29T05:22:09.650Z,35.0311,142.3022,10,4.5
2016-06-09T05:54:31.290Z,32.7173,141.9288,10,4.9
2016-06-11T22:54:22.410Z,35.9783,139.9693,34.71,5
2016-06-13T16:01:09.810Z,32.4364,141.5353,14.04,4.5
2016-06-16T05:21:29.270Z,41.9836,140.9353,14.3,5.2
2016-06-17T11:50:12.550Z,33.2444,141.9978,35,4.6
2016-06-20T15:10:08.980Z,41.9926,141.0478,12.95,4.6
2016-06-24T16:40:32.310Z,42.0122,142.5518,68.13,4.5
2016-06-25T04:51:58.880Z,36.8031,137.9357,10,4.6
2016-06-26T22:57:06.150Z,36.9968,142.2226,12.82,5.7
2016-06-26T23:41:41.190Z,37.0336,142.2639,22.64,4.6
2016-06-27T04:35:20.190Z,37.5227,138.0795,9.28,4.6
2016-06-27T04:36:19.620Z,37.5328,138.0311,10,4.9
2016-06-27T06:27:30.930Z,32.7909,141.9841,10,4.7
2016-06-30T23:04:59.230Z,36.7601,137.9208,10.3,4.5
2016-07-01T05:39:58.300Z,33.5263,131.7613,78.9,4.9
2016-07-04T13:48:47.380Z,36.1262,139.7036,50.23,4.5
2016-07-05T03:46:12.830Z,35.755,141.0072,39.21,4.5
2016-07-05T06:01:29.000Z,35.8656,140.9833,38.86,4.6
2016-07-09T00:54:37.750Z,37.1676,141.3063,45.46,4.5
2016-07-11T06:22:00.840Z,33.4326,139.3614,10,4.6
2016-07-11T08:33:04.640Z,33.3824,139.294,10,4.7
2016-07-11T08:39:40.390Z,33.3993,139.2716,10,4.6
2016-07-11T10:31:11.350Z,33.267,139.3048,18.08,4.5
2016-07-11T16:54:42.010Z,36.756,142.2216,10,4.7
2016-07-11T20:54:19.730Z,33.4277,139.3565,10,4.8
2016-07-11T21:56:49.970Z,33.4308,139.373,10,4.6
2016-07-11T22:34:01.390Z,33.4269,139.3373,10,4.6
2016-07-12T21:24:53.480Z,33.3348,139.2983,10.49,4.6
2016-07-13T02:54:32.280Z,33.3715,139.366,10,4.5
2016-07-14T02:05:56.140Z,33.4053,139.3434,10,4.5
2016-07-14T02:07:06.670Z,33.3691,139.2791,10,4.6
2016-07-14T02:17:25.900Z,33.4441,139.362,10,4.8
2016-07-14T02:22:13.990Z,33.343,139.2206,10,4.5
2016-07-16T13:12:49.810Z,40.3731,140.9311,13.4,4.8
2016-07-17T00:11:02.500Z,35.0413,142.2615,10,4.5
2016-07-17T04:24:01.860Z,36.0052,139.9227,40.22,5
2016-07-17T09:43:25.540Z,34.3855,137.1185,338.92,4.7
2016-07-17T15:08:12.390Z,36.8496,141.9506,21.06,4.5
2016-07-19T03:57:50.350Z,35.346,140.4152,25.48,4.8
2016-07-19T04:11:27.050Z,41.5061,142.0574,60.58,4.8
2016-07-19T22:25:32.210Z,35.9914,140.0323,39.28,5
2016-07-19T23:50:21.510Z,39.3201,142.261,41.55,5
2016-07-21T10:00:02.390Z,32.645,139.8944,123.42,4.5
2016-07-24T00:51:01.520Z,35.5716,140.2556,52.88,4.5
2016-07-25T16:58:22.320Z,32.4161,141.8303,10,4.7
2016-07-27T14:47:17.010Z,36.492,140.7576,46,5.3
2016-08-02T16:10:34.060Z,35.3774,140.4533,18.9,4.6
2016-08-04T12:01:17.370Z,39.0858,142.3567,55.21,4.5
2016-08-13T20:15:07.190Z,34.5221,140.3732,38.44,5.2
2016-08-13T21:49:36.680Z,32.6546,137.9944,332.17,4.5
2016-08-14T17:16:17.560Z,38.8707,142.791,40.65,4.5
2016-08-14T18:49:16.000Z,37.4864,141.5176,41.86,4.7
2016-08-15T04:36:47.970Z,33.478,131.8948,71.68,4.9
2016-08-15T07:04:41.020Z,37.4115,141.7203,33,5.6
2016-08-19T10:11:24.450Z,33.0572,139.7266,83.95,4.6
2016-08-19T12:07:42.500Z,36.6132,141.2096,37.25,5
2016-08-22T06:11:08.980Z,38.3251,142.113,35,5.1
2016-08-25T19:09:31.830Z,30.9934,140.1564,45.62,4.5
2016-08-27T13:46:28.190Z,36.0602,139.8829,44.3,4.5
2016-08-29T10:22:00.690Z,34.3672,141.5571,39.1,4.6
